"","Üniversite.Adı","Engel.Türü","Üniversite.Türü","İl.Adı","Erkek","Kadın","yil"
"735","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KAHRAMANMARAŞ",0,1,"2014"
"736","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KAHRAMANMARAŞ",1,0,"2014"
"737","KARABÜK ÜNİVERSİTESİ","DİĞER","DEVLET","KARABÜK",21,9,"2014"
"738","KARABÜK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARABÜK",1,0,"2014"
"739","KARABÜK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARABÜK",0,2,"2014"
"740","KARABÜK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARABÜK",2,0,"2014"
"741","KARADENİZ TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","TRABZON",9,5,"2014"
"742","KARADENİZ TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TRABZON",5,3,"2014"
"743","KARADENİZ TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","TRABZON",7,3,"2014"
"744","KARADENİZ TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","TRABZON",1,2,"2014"
"745","KARADENİZ TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","TRABZON",1,1,"2014"
"746","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","DİĞER","DEVLET","KARAMAN",3,0,"2014"
"747","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARAMAN",7,1,"2014"
"748","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARAMAN",5,0,"2014"
"749","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARAMAN",1,0,"2014"
"750","KIRIKKALE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRIKKALE",1,1,"2014"
"751","KIRIKKALE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRIKKALE",1,1,"2014"
"752","KIRIKKALE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KIRIKKALE",15,1,"2014"
"753","KIRKLARELİ ÜNİVERSİTESİ","DİĞER","DEVLET","KIRKLARELİ",2,0,"2014"
"754","KIRKLARELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRKLARELİ",4,1,"2014"
"755","KIRKLARELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRKLARELİ",0,1,"2014"
"756","KIRKLARELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KIRKLARELİ",3,0,"2014"
"757","KIRKLARELİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KIRKLARELİ",1,0,"2014"
"758","KİLİS 7 ARALIK ÜNİVERSİTESİ","DİĞER","DEVLET","KİLİS",2,0,"2014"
"759","KİLİS 7 ARALIK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KİLİS",1,0,"2014"
"760","KİLİS 7 ARALIK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KİLİS",1,0,"2014"
"761","KİLİS 7 ARALIK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KİLİS",1,0,"2014"
"762","KOCAELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KOCAELİ",11,7,"2014"
"763","KOCAELİ ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","KOCAELİ",1,0,"2014"
"764","KOCAELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KOCAELİ",2,2,"2014"
"765","KOCAELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KOCAELİ",4,0,"2014"
"766","KOCAELİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KOCAELİ",1,0,"2014"
"767","KOCAELİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KOCAELİ",2,0,"2014"
"768","KOCAELİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","KOCAELİ",1,0,"2014"
"769","KOÇ ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,0,"2014"
"770","KOÇ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,1,"2014"
"771","KOÇ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,2,"2014"
"772","KTO KARATAY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KONYA",1,0,"2014"
"773","MALTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,4,"2014"
"774","MARDİN ARTUKLU ÜNİVERSİTESİ","DİĞER","DEVLET","MARDİN",0,1,"2014"
"775","MARDİN ARTUKLU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MARDİN",17,2,"2014"
"776","MARDİN ARTUKLU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MARDİN",5,2,"2014"
"777","MARDİN ARTUKLU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MARDİN",2,0,"2014"
"778","MARDİN ARTUKLU ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MARDİN",1,1,"2014"
"779","MARMARA ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",1,1,"2014"
"780","MARMARA ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","İSTANBUL",0,1,"2014"
"781","MARMARA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",18,8,"2014"
"782","MARMARA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",13,13,"2014"
"783","MARMARA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İSTANBUL",3,6,"2014"
"784","MARMARA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İSTANBUL",1,1,"2014"
"785","MARMARA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","İSTANBUL",1,0,"2014"
"786","MEHMET AKİF ERSOY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BURDUR",4,4,"2014"
"787","MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BURDUR",4,3,"2014"
"788","MEHMET AKİF ERSOY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURDUR",1,1,"2014"
"789","MEHMET AKİF ERSOY ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BURDUR",3,2,"2014"
"790","MEHMET AKİF ERSOY ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","BURDUR",1,2,"2014"
"791","MELİKŞAH ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",2,2,"2014"
"792","MELİKŞAH ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","KAYSERİ",1,0,"2014"
"793","MERSİN ÜNİVERSİTESİ","DİĞER","DEVLET","MERSİN",5,2,"2014"
"794","MERSİN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","MERSİN",0,1,"2014"
"795","MERSİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MERSİN",3,3,"2014"
"796","MERSİN ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","MERSİN",1,0,"2014"
"797","MERSİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MERSİN",3,0,"2014"
"798","MERSİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MERSİN",0,1,"2014"
"799","MERSİN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MERSİN",5,0,"2014"
"800","MERSİN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","MERSİN",1,0,"2014"
"801","MEVLANA ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KONYA",0,3,"2014"
"802","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DİĞER","DEVLET","MUĞLA",2,0,"2014"
"803","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","MUĞLA",1,0,"2014"
"804","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUĞLA",6,2,"2014"
"805","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUĞLA",1,2,"2014"
"806","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MUĞLA",2,2,"2014"
"807","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MUĞLA",0,1,"2014"
"808","MUSTAFA KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","HATAY",0,1,"2014"
"809","MUSTAFA KEMAL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HATAY",9,5,"2014"
"810","MUSTAFA KEMAL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HATAY",2,1,"2014"
"811","MUSTAFA KEMAL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","HATAY",3,1,"2014"
"812","MUŞ ALPARSLAN ÜNİVERSİTESİ","DİĞER","DEVLET","MUŞ",1,0,"2014"
"813","MUŞ ALPARSLAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUŞ",5,1,"2014"
"814","MUŞ ALPARSLAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUŞ",3,0,"2014"
"815","NAMIK KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","TEKİRDAĞ",14,8,"2014"
"816","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİĞER","DEVLET","KONYA",1,1,"2014"
"817","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","KONYA",1,0,"2014"
"818","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KONYA",3,0,"2014"
"819","NECMETTİN ERBAKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",7,3,"2014"
"820","NECMETTİN ERBAKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",7,3,"2014"
"821","NECMETTİN ERBAKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",2,9,"2014"
"822","NECMETTİN ERBAKAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KONYA",7,2,"2014"
"823","NECMETTİN ERBAKAN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KONYA",0,1,"2014"
"824","NİĞDE ÜNİVERSİTESİ","DİĞER","DEVLET","NİĞDE",0,1,"2014"
"825","NİĞDE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","NİĞDE",0,1,"2014"
"826","NİĞDE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","NİĞDE",2,3,"2014"
"827","NİĞDE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","NİĞDE",3,3,"2014"
"828","NİĞDE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","NİĞDE",1,0,"2014"
"829","NUH NACİ YAZGAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",0,2,"2014"
"830","NUH NACİ YAZGAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KAYSERİ",1,0,"2014"
"831","OKAN ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,5,"2014"
"832","OKAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2014"
"833","OKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",6,3,"2014"
"834","OKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,3,"2014"
"835","OKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",0,1,"2014"
"836","OKAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2014"
"837","ONDOKUZ MAYIS ÜNİVERSİTESİ","DİĞER","DEVLET","SAMSUN",6,5,"2014"
"838","ONDOKUZ MAYIS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SAMSUN",8,4,"2014"
"839","ONDOKUZ MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SAMSUN",8,2,"2014"
"840","ONDOKUZ MAYIS ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SAMSUN",1,2,"2014"
"841","ONDOKUZ MAYIS ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SAMSUN",3,2,"2014"
"842","ONDOKUZ MAYIS ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","SAMSUN",1,1,"2014"
"843","ONDOKUZ MAYIS ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","SAMSUN",1,1,"2014"
"844","ORDU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ORDU",11,2,"2014"
"845","ORDU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ORDU",3,0,"2014"
"846","ORDU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ORDU",3,10,"2014"
"847","ORDU ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ORDU",2,1,"2014"
"848","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","ANKARA",0,2,"2014"
"849","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",7,6,"2014"
"850","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","ANKARA",1,1,"2014"
"851","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",12,7,"2014"
"852","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",2,3,"2014"
"853","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ANKARA",27,24,"2014"
"854","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","ANKARA",1,0,"2014"
"855","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ANKARA",7,2,"2014"
"856","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","DİĞER","DEVLET","OSMANİYE",3,0,"2014"
"857","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","OSMANİYE",5,0,"2014"
"858","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","OSMANİYE",5,2,"2014"
"859","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","OSMANİYE",4,0,"2014"
"860","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","OSMANİYE",1,0,"2014"
"861","ÖZYEĞİN ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,1,"2014"
"862","ÖZYEĞİN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",2,0,"2014"
"863","ÖZYEĞİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,2,"2014"
"864","ÖZYEĞİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,1,"2014"
"865","ÖZYEĞİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2014"
"866","ÖZYEĞİN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2014"
"867","PLATO MESLEK YÜKSEKOKULU","FİZİKSEL
  ENGELLİLER","VAKIF MYO","İSTANBUL",1,0,"2014"
"868","RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","RİZE",1,0,"2014"
"869","SABANCI ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",0,1,"2014"
"870","SABANCI ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",0,1,"2014"
"871","SABANCI ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,0,"2014"
"872","SABANCI ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",1,0,"2014"
"873","SELÇUK ÜNİVERSİTESİ","DİĞER","DEVLET","KONYA",15,4,"2014"
"874","SELÇUK ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KONYA",1,0,"2014"
"875","SELÇUK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",23,11,"2014"
"876","SELÇUK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",17,11,"2014"
"877","SELÇUK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",10,6,"2014"
"878","SELÇUK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KONYA",2,0,"2014"
"879","SELÇUK ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KONYA",1,0,"2014"
"880","SİİRT ÜNİVERSİTESİ","DİĞER","DEVLET","SİİRT",0,1,"2014"
"881","SİİRT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİİRT",2,0,"2014"
"882","SİİRT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SİİRT",2,0,"2014"
"883","SİNOP ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİNOP",2,4,"2014"
"884","SİNOP ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SİNOP",1,0,"2014"
"885","SİNOP ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SİNOP",1,1,"2014"
"886","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","DİĞER","DEVLET","ISPARTA",19,12,"2014"
"887","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","ISPARTA",4,0,"2014"
"888","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ISPARTA",5,1,"2014"
"889","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ISPARTA",17,10,"2014"
"890","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ISPARTA",20,7,"2014"
"891","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ISPARTA",42,11,"2014"
"892","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ISPARTA",23,15,"2014"
"893","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ISPARTA",2,2,"2014"
"894","ŞIRNAK ÜNİVERSİTESİ","DİĞER","DEVLET","ŞIRNAK",3,0,"2014"
"895","ŞIRNAK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ŞIRNAK",1,0,"2014"
"896","ŞIRNAK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ŞIRNAK",0,1,"2014"
"897","ŞIRNAK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ŞIRNAK",1,0,"2014"
"898","ŞIRNAK ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ŞIRNAK",1,1,"2014"
"899","ŞİFA ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",1,0,"2014"
"900","ŞİFA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İZMİR",1,0,"2014"
"901","TED ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","ANKARA",0,1,"2014"
"902","TED ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","ANKARA",1,0,"2014"
"903","TED ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",2,0,"2014"
"904","TED ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",2,1,"2014"
"905","TED ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",0,1,"2014"
"906","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","ANKARA",0,2,"2014"
"907","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",1,1,"2014"
"908","TRAKYA ÜNİVERSİTESİ","DİĞER","DEVLET","EDİRNE",4,2,"2014"
"909","TRAKYA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","EDİRNE",6,2,"2014"
"910","TRAKYA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","EDİRNE",7,4,"2014"
"911","TRAKYA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","EDİRNE",4,2,"2014"
"912","TUNCELİ ÜNİVERSİTESİ","DİĞER","DEVLET","TUNCELİ",3,1,"2014"
"913","TUNCELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TUNCELİ",6,0,"2014"
"914","TUNCELİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","TUNCELİ",0,1,"2014"
"915","UFUK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",0,1,"2014"
"916","ULUDAĞ ÜNİVERSİTESİ","DİĞER","DEVLET","BURSA",35,29,"2014"
"917","ULUDAĞ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BURSA",22,13,"2014"
"918","ULUDAĞ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BURSA",22,2,"2014"
"919","ULUDAĞ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURSA",16,11,"2014"
"920","UŞAK ÜNİVERSİTESİ","DİĞER","DEVLET","UŞAK",1,1,"2014"
"921","UŞAK ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","UŞAK",1,0,"2014"
"922","UŞAK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","UŞAK",4,1,"2014"
"923","UŞAK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","UŞAK",2,2,"2014"
"924","UŞAK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","UŞAK",1,0,"2014"
"925","YALOVA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","YALOVA",1,0,"2014"
"926","YALOVA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","YALOVA",1,0,"2014"
"927","YALOVA ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","YALOVA",1,0,"2014"
"928","YAŞAR ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",1,1,"2014"
"929","YEDİTEPE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",1,2,"2014"
"930","YILDIRIM BEYAZIT ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","ANKARA",1,0,"2014"
"931","YILDIRIM BEYAZIT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",2,4,"2014"
"932","YILDIRIM BEYAZIT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",1,2,"2014"
"933","YÜZÜNCÜ YIL ÜNİVERSİTESİ","DİĞER","DEVLET","VAN",0,1,"2014"
"934","YÜZÜNCÜ YIL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","VAN",1,1,"2014"
"935","YÜZÜNCÜ YIL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","VAN",2,1,"2014"
"936","YÜZÜNCÜ YIL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","VAN",0,1,"2014"
"937","YÜZÜNCÜ YIL ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","VAN",1,0,"2014"
"938","ZİRVE ÜNİVERSİTESİ","DİĞER","VAKIF","GAZİANTEP",8,12,"2014"
"939","ZİRVE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","GAZİANTEP",1,0,"2014"
"940","ZİRVE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","GAZİANTEP",3,0,"2014"
"941","ZİRVE ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","GAZİANTEP",0,1,"2014"
"942","ZİRVE ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","GAZİANTEP",2,4,"2014"
"943","ZİRVE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","GAZİANTEP",2,0,"2014"
"944","ZİRVE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","GAZİANTEP",2,0,"2014"
"945","ZİRVE ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","GAZİANTEP",1,0,"2014"
